SPRITE,ACTION,DIR,FRAME,OFFSET_X,OFFSET_Y,WIDTH,HEIGHT,FILENAME,BITMAPPTR
TRANSPOR,D ,  ,1 ,-16,-17,64,69,TO-D-1  ,21678
TRANSPOR,D ,  ,2 ,-16,-17,64,69,TO-D-1  ,21678
TRANSPOR,D ,  ,3 ,-16,-17,64,69,TO-D-1  ,21678
TRANSPOR,D ,  ,4 ,-18,-9,66,58,TO-D-2  ,24127
TRANSPOR,D ,  ,5 ,-18,-9,66,58,TO-D-2  ,24127
TRANSPOR,D ,  ,6 ,-18,-9,66,58,TO-D-2  ,24127
TRANSPOR,D ,  ,7 ,-12,1,56,47,TO-D-3  ,26116
TRANSPOR,D ,  ,8 ,-12,1,56,47,TO-D-3  ,26116
TRANSPOR,D ,  ,9 ,-12,1,56,47,TO-D-3  ,26116
TRANSP_S,M ,N ,1 ,-1,14,37,53,TO-W5-1 ,8697
TRANSP_S,M ,N ,2 ,-1,14,37,53,TO-W5-2 ,9035
TRANSP_S,M ,N ,3 ,-1,14,37,53,TO-W5-3 ,9404
TRANSP_S,M ,8 ,1 ,-11,21,46,48,TO-W9-1 ,7525
TRANSP_S,M ,8 ,2 ,-11,21,46,48,TO-W9-2 ,7886
TRANSP_S,M ,8 ,3 ,-11,21,46,48,TO-W9-3 ,8275
TRANSP_S,M ,NE,1 ,-20,21,64,46,TO-W4-1 ,6188
TRANSP_S,M ,NE,2 ,-20,21,64,46,TO-W4-2 ,6622
TRANSP_S,M ,NE,3 ,-20,21,64,46,TO-W4-3 ,7064
TRANSP_S,M ,9 ,1 ,-27,33,71,27,TO-W8-1 ,4963
TRANSP_S,M ,9 ,2 ,-27,33,71,27,TO-W8-2 ,5357
TRANSP_S,M ,9 ,3 ,-28,33,72,27,TO-W8-3 ,5760
TRANSP_S,M ,E ,1 ,-28,30,72,20,TO-W3-1 ,3972
TRANSP_S,M ,E ,2 ,-28,30,72,20,TO-W3-2 ,4286
TRANSP_S,M ,E ,3 ,-29,30,73,20,TO-W3-3 ,4618
TRANSP_S,M ,10,1 ,-26,17,68,33,TO-W7-1 ,3000
TRANSP_S,M ,10,2 ,-26,17,68,33,TO-W7-2 ,3306
TRANSP_S,M ,10,3 ,-26,17,68,33,TO-W7-3 ,3627
TRANSP_S,M ,SE,1 ,-25,5,58,50,TO-W2-1 ,1882
TRANSP_S,M ,SE,2 ,-25,5,58,50,TO-W2-2 ,2238
TRANSP_S,M ,SE,3 ,-25,5,58,50,TO-W2-3 ,2602
TRANSP_S,M ,11,1 ,-15,1,46,54,TO-W6-1 ,878
TRANSP_S,M ,11,2 ,-15,1,46,54,TO-W6-2 ,1198
TRANSP_S,M ,11,3 ,-15,0,46,55,TO-W6-3 ,1522
TRANSP_S,M ,S ,1 ,1,-5,30,61,TO-W1-1 ,0
TRANSP_S,M ,S ,2 ,1,-5,30,61,TO-W1-2 ,279
TRANSP_S,M ,S ,3 ,1,-5,30,61,TO-W1-3 ,573
TRANSP_S,M ,12,1 ,1,1,46,54,TO-W6-1 ,878
TRANSP_S,M ,12,2 ,1,1,46,54,TO-W6-2 ,1198
TRANSP_S,M ,12,3 ,1,0,46,55,TO-W6-3 ,1522
TRANSP_S,M ,SW,1 ,-1,5,58,50,TO-W2-1 ,1882
TRANSP_S,M ,SW,2 ,-1,5,58,50,TO-W2-2 ,2238
TRANSP_S,M ,SW,3 ,-1,5,58,50,TO-W2-3 ,2602
TRANSP_S,M ,13,1 ,-10,17,68,33,TO-W7-1 ,3000
TRANSP_S,M ,13,2 ,-10,17,68,33,TO-W7-2 ,3306
TRANSP_S,M ,13,3 ,-10,17,68,33,TO-W7-3 ,3627
TRANSP_S,M ,W ,1 ,-12,30,72,20,TO-W3-1 ,3972
TRANSP_S,M ,W ,2 ,-12,30,72,20,TO-W3-2 ,4286
TRANSP_S,M ,W ,3 ,-12,30,73,20,TO-W3-3 ,4618
TRANSP_S,M ,14,1 ,-12,33,71,27,TO-W8-1 ,4963
TRANSP_S,M ,14,2 ,-12,33,71,27,TO-W8-2 ,5357
TRANSP_S,M ,14,3 ,-12,33,72,27,TO-W8-3 ,5760
TRANSP_S,M ,NW,1 ,-12,21,64,46,TO-W4-1 ,6188
TRANSP_S,M ,NW,2 ,-12,21,64,46,TO-W4-2 ,6622
TRANSP_S,M ,NW,3 ,-12,21,64,46,TO-W4-3 ,7064
TRANSP_S,M ,15,1 ,-3,21,46,48,TO-W9-1 ,7525
TRANSP_S,M ,15,2 ,-3,21,46,48,TO-W9-2 ,7886
TRANSP_S,M ,15,3 ,-3,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,N ,1 ,-1,14,37,53,TO-W5-1 ,8697
TRANSP_S,S ,N ,2 ,-1,14,37,53,TO-W5-1 ,8697
TRANSP_S,S ,N ,3 ,-1,14,37,53,TO-W5-1 ,8697
TRANSP_S,S ,N ,4 ,-1,14,37,53,TO-W5-1 ,8697
TRANSP_S,S ,N ,5 ,-1,14,37,53,TO-W5-2 ,9035
TRANSP_S,S ,N ,6 ,-1,14,37,53,TO-W5-2 ,9035
TRANSP_S,S ,N ,7 ,-1,14,37,53,TO-W5-2 ,9035
TRANSP_S,S ,N ,8 ,-1,14,37,53,TO-W5-2 ,9035
TRANSP_S,S ,N ,9 ,-1,14,37,53,TO-W5-3 ,9404
TRANSP_S,S ,N ,10,-1,14,37,53,TO-W5-3 ,9404
TRANSP_S,S ,N ,11,-1,14,37,53,TO-W5-3 ,9404
TRANSP_S,S ,N ,12,-1,14,37,53,TO-W5-3 ,9404
TRANSP_S,S ,8 ,1 ,-11,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,8 ,2 ,-11,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,8 ,3 ,-11,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,8 ,4 ,-11,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,8 ,5 ,-11,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,8 ,6 ,-11,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,8 ,7 ,-11,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,8 ,8 ,-11,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,8 ,9 ,-11,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,8 ,10,-11,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,8 ,11,-11,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,8 ,12,-11,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,NE,1 ,-20,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NE,2 ,-20,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NE,3 ,-20,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NE,4 ,-20,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NE,5 ,-20,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NE,6 ,-20,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NE,7 ,-20,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NE,8 ,-20,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NE,9 ,-20,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,NE,10,-20,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,NE,11,-20,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,NE,12,-20,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,9 ,1 ,-27,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,9 ,2 ,-27,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,9 ,3 ,-27,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,9 ,4 ,-27,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,9 ,5 ,-27,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,9 ,6 ,-27,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,9 ,7 ,-27,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,9 ,8 ,-27,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,9 ,9 ,-28,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,9 ,10,-28,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,9 ,11,-28,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,9 ,12,-28,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,E ,1 ,-28,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,E ,2 ,-28,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,E ,3 ,-28,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,E ,4 ,-28,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,E ,5 ,-28,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,E ,6 ,-28,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,E ,7 ,-28,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,E ,8 ,-28,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,E ,9 ,-29,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,E ,10,-29,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,E ,11,-29,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,E ,12,-29,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,10,1 ,-26,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,10,2 ,-26,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,10,3 ,-26,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,10,4 ,-26,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,10,5 ,-26,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,10,6 ,-26,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,10,7 ,-26,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,10,8 ,-26,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,10,9 ,-26,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,10,10,-26,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,10,11,-26,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,10,12,-26,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,SE,1 ,-25,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SE,2 ,-25,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SE,3 ,-25,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SE,4 ,-25,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SE,5 ,-25,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SE,6 ,-25,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SE,7 ,-25,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SE,8 ,-25,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SE,9 ,-25,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,SE,10,-25,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,SE,11,-25,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,SE,12,-25,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,11,1 ,-15,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,11,2 ,-15,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,11,3 ,-15,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,11,4 ,-15,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,11,5 ,-15,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,11,6 ,-15,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,11,7 ,-15,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,11,8 ,-15,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,11,9 ,-15,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,11,10,-15,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,11,11,-15,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,11,12,-15,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,S ,1 ,1,-5,30,61,TO-W1-1 ,0
TRANSP_S,S ,S ,2 ,1,-5,30,61,TO-W1-1 ,0
TRANSP_S,S ,S ,3 ,1,-5,30,61,TO-W1-1 ,0
TRANSP_S,S ,S ,4 ,1,-5,30,61,TO-W1-1 ,0
TRANSP_S,S ,S ,5 ,1,-5,30,61,TO-W1-2 ,279
TRANSP_S,S ,S ,6 ,1,-5,30,61,TO-W1-2 ,279
TRANSP_S,S ,S ,7 ,1,-5,30,61,TO-W1-2 ,279
TRANSP_S,S ,S ,8 ,1,-5,30,61,TO-W1-2 ,279
TRANSP_S,S ,S ,9 ,1,-5,30,61,TO-W1-3 ,573
TRANSP_S,S ,S ,10,1,-5,30,61,TO-W1-3 ,573
TRANSP_S,S ,S ,11,1,-5,30,61,TO-W1-3 ,573
TRANSP_S,S ,S ,12,1,-5,30,61,TO-W1-3 ,573
TRANSP_S,S ,12,1 ,1,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,12,2 ,1,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,12,3 ,1,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,12,4 ,1,1,46,54,TO-W6-1 ,878
TRANSP_S,S ,12,5 ,1,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,12,6 ,1,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,12,7 ,1,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,12,8 ,1,1,46,54,TO-W6-2 ,1198
TRANSP_S,S ,12,9 ,1,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,12,10,1,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,12,11,1,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,12,12,1,0,46,55,TO-W6-3 ,1522
TRANSP_S,S ,SW,1 ,-1,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SW,2 ,-1,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SW,3 ,-1,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SW,4 ,-1,5,58,50,TO-W2-1 ,1882
TRANSP_S,S ,SW,5 ,-1,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SW,6 ,-1,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SW,7 ,-1,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SW,8 ,-1,5,58,50,TO-W2-2 ,2238
TRANSP_S,S ,SW,9 ,-1,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,SW,10,-1,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,SW,11,-1,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,SW,12,-1,5,58,50,TO-W2-3 ,2602
TRANSP_S,S ,13,1 ,-10,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,13,2 ,-10,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,13,3 ,-10,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,13,4 ,-10,17,68,33,TO-W7-1 ,3000
TRANSP_S,S ,13,5 ,-10,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,13,6 ,-10,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,13,7 ,-10,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,13,8 ,-10,17,68,33,TO-W7-2 ,3306
TRANSP_S,S ,13,9 ,-10,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,13,10,-10,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,13,11,-10,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,13,12,-10,17,68,33,TO-W7-3 ,3627
TRANSP_S,S ,W ,1 ,-12,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,W ,2 ,-12,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,W ,3 ,-12,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,W ,4 ,-12,30,72,20,TO-W3-1 ,3972
TRANSP_S,S ,W ,5 ,-12,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,W ,6 ,-12,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,W ,7 ,-12,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,W ,8 ,-12,30,72,20,TO-W3-2 ,4286
TRANSP_S,S ,W ,9 ,-12,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,W ,10,-12,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,W ,11,-12,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,W ,12,-12,30,73,20,TO-W3-3 ,4618
TRANSP_S,S ,14,1 ,-12,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,14,2 ,-12,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,14,3 ,-12,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,14,4 ,-12,33,71,27,TO-W8-1 ,4963
TRANSP_S,S ,14,5 ,-12,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,14,6 ,-12,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,14,7 ,-12,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,14,8 ,-12,33,71,27,TO-W8-2 ,5357
TRANSP_S,S ,14,9 ,-12,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,14,10,-12,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,14,11,-12,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,14,12,-12,33,72,27,TO-W8-3 ,5760
TRANSP_S,S ,NW,1 ,-12,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NW,2 ,-12,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NW,3 ,-12,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NW,4 ,-12,21,64,46,TO-W4-1 ,6188
TRANSP_S,S ,NW,5 ,-12,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NW,6 ,-12,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NW,7 ,-12,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NW,8 ,-12,21,64,46,TO-W4-2 ,6622
TRANSP_S,S ,NW,9 ,-12,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,NW,10,-12,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,NW,11,-12,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,NW,12,-12,21,64,46,TO-W4-3 ,7064
TRANSP_S,S ,15,1 ,-3,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,15,2 ,-3,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,15,3 ,-3,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,15,4 ,-3,21,46,48,TO-W9-1 ,7525
TRANSP_S,S ,15,5 ,-3,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,15,6 ,-3,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,15,7 ,-3,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,15,8 ,-3,21,46,48,TO-W9-2 ,7886
TRANSP_S,S ,15,9 ,-3,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,15,10,-3,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,15,11,-3,21,46,48,TO-W9-3 ,8275
TRANSP_S,S ,15,12,-3,21,46,48,TO-W9-3 ,8275
EXPCART ,M ,N ,1 ,-14,-21,56,51,EX-M5-1 ,25522
EXPCART ,M ,N ,2 ,-15,-23,57,52,EX-M5-3 ,27483
EXPCART ,M ,N ,3 ,-15,-23,57,52,EX-M5-5 ,29483
EXPCART ,M ,NE,1 ,-10,-20,48,55,EX-M4-1 ,19376
EXPCART ,M ,NE,2 ,-8,-21,47,56,EX-M4-3 ,21436
EXPCART ,M ,NE,3 ,-9,-21,48,55,EX-M4-5 ,23459
EXPCART ,M ,E ,1 ,-13,-23,61,58,EX-M3-1 ,13031
EXPCART ,M ,E ,2 ,-12,-24,62,59,EX-M3-3 ,15149
EXPCART ,M ,E ,3 ,-11,-23,61,58,EX-M3-5 ,17271
EXPCART ,M ,SE,1 ,-8,-19,51,54,EX-M2-1 ,6482
EXPCART ,M ,SE,2 ,-8,-21,52,57,EX-M2-3 ,8625
EXPCART ,M ,SE,3 ,-8,-20,52,56,EX-M2-5 ,10838
EXPCART ,M ,S ,1 ,-14,-22,61,66,EX-M1-1 ,0
EXPCART ,M ,S ,2 ,-13,-20,59,65,EX-M1-3 ,2178
EXPCART ,M ,S ,3 ,-13,-21,60,66,EX-M1-5 ,4308
EXPCART ,M ,SW,1 ,-10,-19,51,54,EX-M2-1 ,6482
EXPCART ,M ,SW,2 ,-11,-21,52,57,EX-M2-3 ,8625
EXPCART ,M ,SW,3 ,-11,-20,52,56,EX-M2-5 ,10838
EXPCART ,M ,W ,1 ,-15,-23,61,58,EX-M3-1 ,13031
EXPCART ,M ,W ,2 ,-17,-24,62,59,EX-M3-3 ,15149
EXPCART ,M ,W ,3 ,-17,-23,61,58,EX-M3-5 ,17271
EXPCART ,M ,NW,1 ,-5,-20,48,55,EX-M4-1 ,19376
EXPCART ,M ,NW,2 ,-6,-21,47,56,EX-M4-3 ,21436
EXPCART ,M ,NW,3 ,-6,-21,48,55,EX-M4-5 ,23459
EXPCART ,D ,  ,1 ,-4,-16,44,43,EX-D-1  ,31471
EXPCART ,D ,  ,2 ,-21,-30,71,64,EX-D-2  ,32966
EXPCART ,D ,  ,3 ,-27,-33,89,81,EX-D-3  ,35720
EXPCART ,D ,  ,4 ,-28,-40,96,90,EX-D-4  ,39343
EXPCART ,D ,  ,5 ,-29,-45,94,96,EX-D-5  ,43749
EXPCART ,D ,  ,6 ,-29,-45,97,96,EX-D-6  ,48478
EXPCART ,D ,  ,7 ,-32,-42,97,95,EX-D-7  ,53309
EXPCART ,D ,  ,8 ,-33,-43,95,98,EX-D-8  ,58196
EXPCART ,D ,  ,9 ,-34,-45,96,101,EX-D-9  ,62961
EXPCART ,D ,  ,10,-34,-47,95,101,EX-D-10 ,67895
EXPCART ,D ,  ,11,-35,-36,96,89,EX-D-11 ,72482
EXPCART ,D ,  ,12,-35,-37,96,92,EX-D-12 ,76874
EXPCART ,D ,  ,13,-37,-40,103,97,EX-D-13 ,81400
EXPCART ,D ,  ,14,-39,-45,101,101,EX-D-14 ,86041
EXPCART ,D ,  ,15,-35,-31,95,88,EX-D-15 ,89998
EXPCART ,D ,  ,16,-34,-21,92,77,EX-D-16 ,93011
BALLISTA,M ,N ,1 ,-6,-30,46,67,WB-M5-1 ,24035
BALLISTA,M ,N ,2 ,-6,-30,46,67,WB-M5-2 ,26084
BALLISTA,M ,N ,3 ,-6,-30,46,67,WB-M5-3 ,28170
BALLISTA,M ,NE,1 ,-12,-24,62,65,WB-M4-1 ,17537
BALLISTA,M ,NE,2 ,-12,-24,63,65,WB-M4-2 ,19712
BALLISTA,M ,NE,3 ,-12,-24,63,65,WB-M4-3 ,21869
BALLISTA,M ,E ,1 ,-10,-10,68,45,WB-M3-1 ,11128
BALLISTA,M ,E ,2 ,-10,-10,69,45,WB-M3-2 ,13269
BALLISTA,M ,E ,3 ,-9,-10,67,45,WB-M3-3 ,15407
BALLISTA,M ,SE,1 ,-12,-10,64,55,WB-M2-1 ,5277
BALLISTA,M ,SE,2 ,-12,-10,64,55,WB-M2-2 ,7238
BALLISTA,M ,SE,3 ,-12,-10,64,55,WB-M2-3 ,9185
BALLISTA,M ,S ,1 ,-8,-7,48,50,WB-M1-1 ,0
BALLISTA,M ,S ,2 ,-8,-7,48,50,WB-M1-2 ,1760
BALLISTA,M ,S ,3 ,-8,-6,49,49,WB-M1-3 ,3513
BALLISTA,M ,SW,1 ,-19,-10,64,55,WB-M2-1 ,5277
BALLISTA,M ,SW,2 ,-19,-10,64,55,WB-M2-2 ,7238
BALLISTA,M ,SW,3 ,-19,-10,64,55,WB-M2-3 ,9185
BALLISTA,M ,W ,1 ,-25,-10,68,45,WB-M3-1 ,11128
BALLISTA,M ,W ,2 ,-26,-10,69,45,WB-M3-2 ,13269
BALLISTA,M ,W ,3 ,-25,-10,67,45,WB-M3-3 ,15407
BALLISTA,M ,NW,1 ,-17,-24,62,65,WB-M4-1 ,17537
BALLISTA,M ,NW,2 ,-18,-24,63,65,WB-M4-2 ,19712
BALLISTA,M ,NW,3 ,-18,-24,63,65,WB-M4-3 ,21869
BALLISTA,A1,N ,1 ,-6,-30,46,67,WB-M5-1 ,24035
BALLISTA,A1,N ,2 ,-6,-30,46,67,WB-A5-1 ,70204
BALLISTA,A1,N ,3 ,-6,-31,46,68,WB-A5-2 ,72253
BALLISTA,A1,N ,4 ,-6,-31,46,68,WB-A5-2 ,72253
BALLISTA,A1,N ,5 ,-6,-31,46,68,WB-A5-3 ,74330
BALLISTA,A1,N ,6 ,-6,-31,46,68,WB-A5-3 ,74330
BALLISTA,A1,NE,1 ,-12,-24,62,65,WB-M4-1 ,17537
BALLISTA,A1,NE,2 ,-12,-26,63,67,WB-A4-1 ,59339
BALLISTA,A1,NE,3 ,-12,-27,63,68,WB-A4-2 ,61557
BALLISTA,A1,NE,4 ,-12,-27,63,68,WB-A4-2 ,61557
BALLISTA,A1,NE,5 ,-12,-27,63,68,WB-A4-3 ,63728
BALLISTA,A1,NE,6 ,-12,-27,63,68,WB-A4-3 ,63728
BALLISTA,A1,E ,1 ,-10,-10,68,45,WB-M3-1 ,11128
BALLISTA,A1,E ,2 ,-10,-10,68,45,WB-A3-1 ,48836
BALLISTA,A1,E ,3 ,-10,-10,69,45,WB-A3-2 ,50977
BALLISTA,A1,E ,4 ,-10,-10,69,45,WB-A3-2 ,50977
BALLISTA,A1,E ,5 ,-10,-10,69,45,WB-A3-3 ,53083
BALLISTA,A1,E ,6 ,-10,-10,69,45,WB-A3-3 ,53083
BALLISTA,A1,SE,1 ,-12,-10,64,55,WB-M2-1 ,5277
BALLISTA,A1,SE,2 ,-12,-10,64,55,WB-A2-1 ,39063
BALLISTA,A1,SE,3 ,-12,-10,64,55,WB-A2-2 ,41024
BALLISTA,A1,SE,4 ,-12,-10,64,55,WB-A2-2 ,41024
BALLISTA,A1,SE,5 ,-12,-10,64,55,WB-A2-3 ,42989
BALLISTA,A1,SE,6 ,-12,-10,64,55,WB-A2-3 ,42989
BALLISTA,A1,S ,1 ,-8,-7,48,50,WB-M1-1 ,0
BALLISTA,A1,S ,2 ,-8,-7,48,50,WB-A1-1 ,30263
BALLISTA,A1,S ,3 ,-8,-10,48,53,WB-A1-2 ,32024
BALLISTA,A1,S ,4 ,-8,-10,48,53,WB-A1-2 ,32024
BALLISTA,A1,S ,5 ,-8,-7,48,50,WB-A1-3 ,33797
BALLISTA,A1,S ,6 ,-8,-7,48,50,WB-A1-3 ,33797
BALLISTA,A1,SW,1 ,-19,-10,64,55,WB-M2-1 ,5277
BALLISTA,A1,SW,2 ,-19,-10,64,55,WB-A2-1 ,39063
BALLISTA,A1,SW,3 ,-19,-10,64,55,WB-A2-2 ,41024
BALLISTA,A1,SW,4 ,-19,-10,64,55,WB-A2-2 ,41024
BALLISTA,A1,SW,5 ,-19,-10,64,55,WB-A2-3 ,42989
BALLISTA,A1,SW,6 ,-19,-10,64,55,WB-A2-3 ,42989
BALLISTA,A1,W ,1 ,-25,-10,68,45,WB-M3-1 ,11128
BALLISTA,A1,W ,2 ,-25,-10,68,45,WB-A3-1 ,48836
BALLISTA,A1,W ,3 ,-26,-10,69,45,WB-A3-2 ,50977
BALLISTA,A1,W ,4 ,-26,-10,69,45,WB-A3-2 ,50977
BALLISTA,A1,W ,5 ,-26,-10,69,45,WB-A3-3 ,53083
