ROCKID,X_LOC,Y_LOC,FRAME_NO,FILENAME,BITMAPPTR
DGDI ,1,0,1,DGDI-01 ,749232
DGDI ,2,0,1,DGDI-02 ,750264
DGDI ,3,0,1,DGDI-03 ,751296
DGDI ,0,1,1,DGDI-10 ,752328
DGDI ,1,1,1,DGDI-11 ,753360
DGDI ,2,1,1,DGDI-12 ,754392
DGDI ,3,1,1,DGDI-13 ,755424
DGDI ,0,2,1,DGDI-20 ,756456
DGDI ,1,2,1,DGDI-21 ,757488
DGDI ,2,2,1,DGDI-22 ,758520
DGDI ,3,2,1,DGDI-23 ,759552
EGA1 ,0,0,1,EGA1-00 ,38184
EGA1 ,0,0,2,EGA1-002,39216
EGA2 ,0,0,1,EGA2-00 ,40248
EGA2 ,0,0,2,EGA2-002,41280
EGA3 ,0,0,1,EGA3-00 ,42312
EGA3 ,0,0,2,EGA3-002,43344
EGA4 ,0,0,1,EGA4-00 ,44376
EGA4 ,0,0,2,EGA4-002,45408
EGA5 ,0,0,1,EGA5-00 ,46440
EGA5 ,0,0,2,EGA5-002,47472
EGA6 ,0,0,1,EGA6-00 ,48504
EGA6 ,0,0,2,EGA6-002,49536
EGB1 ,0,0,1,EGB1-00 ,67080
EGB1 ,0,0,2,EGB1-002,71208
EGB1 ,1,0,1,EGB1-01 ,68112
EGB1 ,1,0,2,EGB1-012,72240
EGB1 ,0,1,1,EGB1-10 ,69144
EGB1 ,0,1,2,EGB1-102,73272
EGB1 ,1,1,1,EGB1-11 ,70176
EGB1 ,1,1,2,EGB1-112,74304
EGB2 ,0,0,1,EGB2-00 ,75336
EGB2 ,0,0,2,EGB2-002,79464
EGB2 ,1,0,1,EGB2-01 ,76368
EGB2 ,1,0,2,EGB2-012,80496
EGB2 ,0,1,1,EGB2-10 ,77400
EGB2 ,0,1,2,EGB2-102,81528
EGB2 ,1,1,1,EGB2-11 ,78432
EGB2 ,1,1,2,EGB2-112,82560
EGB3 ,0,0,1,EGB3-00 ,83592
EGB3 ,0,0,2,EGB3-002,87720
EGB3 ,1,0,1,EGB3-01 ,84624
EGB3 ,1,0,2,EGB3-012,88752
EGB3 ,0,1,1,EGB3-10 ,85656
EGB3 ,0,1,2,EGB3-102,89784
EGB3 ,1,1,1,EGB3-11 ,86688
EGB3 ,1,1,2,EGB3-112,90816
EGB4 ,0,0,1,EGB4-00 ,91848
EGB4 ,0,0,2,EGB4-002,95976
EGB4 ,1,0,1,EGB4-01 ,92880
EGB4 ,1,0,2,EGB4-012,97008
EGB4 ,0,1,1,EGB4-10 ,93912
EGB4 ,0,1,2,EGB4-102,98040
EGB4 ,1,1,1,EGB4-11 ,94944
EGB4 ,1,1,2,EGB4-112,99072
EGB5 ,0,0,1,EGB5-00 ,195048
EGB5 ,1,0,1,EGB5-01 ,196080
EGB5 ,0,1,1,EGB5-10 ,197112
EGB5 ,1,1,1,EGB5-11 ,198144
EGC1 ,0,0,1,EGC1-00 ,265224
EGC1 ,1,0,1,EGC1-01 ,266256
EGC1 ,2,0,1,EGC1-02 ,267288
EGC1 ,0,1,1,EGC1-10 ,268320
EGC1 ,1,1,1,EGC1-11 ,269352
EGC1 ,2,1,1,EGC1-12 ,270384
EGC1 ,0,2,1,EGC1-20 ,271416
EGC1 ,1,2,1,EGC1-21 ,272448
EGC1 ,2,2,1,EGC1-22 ,273480
EGC2 ,0,0,1,EGC2-00 ,274512
EGC2 ,1,0,1,EGC2-01 ,275544
EGC2 ,2,0,1,EGC2-02 ,276576
EGC2 ,0,1,1,EGC2-10 ,277608
EGC2 ,1,1,1,EGC2-11 ,278640
EGC2 ,2,1,1,EGC2-12 ,279672
EGC2 ,0,2,1,EGC2-20 ,280704
EGC2 ,1,2,1,EGC2-21 ,281736
EGC2 ,2,2,1,EGC2-22 ,282768
EGC3 ,0,0,1,EGC3-00 ,283800
EGC3 ,1,0,1,EGC3-01 ,284832
EGC3 ,2,0,1,EGC3-02 ,285864
EGC3 ,0,1,1,EGC3-10 ,286896
EGC3 ,1,1,1,EGC3-11 ,287928
EGC3 ,2,1,1,EGC3-12 ,288960
EGC3 ,0,2,1,EGC3-20 ,289992
EGC3 ,1,2,1,EGC3-21 ,291024
EGC3 ,2,2,1,EGC3-22 ,292056
EGD1 ,0,0,1,EGD1-00 ,203304
EGD1 ,0,0,2,EGD1-002,215688
EGD1 ,1,0,1,EGD1-01 ,204336
EGD1 ,1,0,2,EGD1-012,216720
EGD1 ,2,0,1,EGD1-02 ,205368
EGD1 ,2,0,2,EGD1-022,217752
EGD1 ,3,0,1,EGD1-03 ,206400
EGD1 ,3,0,2,EGD1-032,218784
EGD1 ,0,1,1,EGD1-10 ,207432
EGD1 ,0,1,2,EGD1-102,219816
EGD1 ,1,1,1,EGD1-11 ,208464
EGD1 ,1,1,2,EGD1-112,220848
EGD1 ,2,1,1,EGD1-12 ,209496
EGD1 ,2,1,2,EGD1-122,221880
EGD1 ,3,1,1,EGD1-13 ,210528
EGD1 ,3,1,2,EGD1-132,222912
EGD1 ,0,2,1,EGD1-20 ,211560
EGD1 ,0,2,2,EGD1-202,223944
EGD1 ,1,2,1,EGD1-21 ,212592
EGD1 ,1,2,2,EGD1-212,224976
EGD1 ,2,2,1,EGD1-22 ,213624
EGD1 ,2,2,2,EGD1-222,226008
EGD1 ,3,2,1,EGD1-23 ,214656
EGD1 ,3,2,2,EGD1-232,227040
EGD2 ,0,0,1,EGD2-00 ,252840
EGD2 ,1,0,1,EGD2-01 ,253872
EGD2 ,2,0,1,EGD2-02 ,254904
EGD2 ,3,0,1,EGD2-03 ,255936
EGD2 ,0,1,1,EGD2-10 ,256968
EGD2 ,1,1,1,EGD2-11 ,258000
EGD2 ,2,1,1,EGD2-12 ,259032
EGD2 ,3,1,1,EGD2-13 ,260064
EGD2 ,0,2,1,EGD2-20 ,261096
EGD2 ,1,2,1,EGD2-21 ,262128
EGD2 ,2,2,1,EGD2-22 ,263160
EGD2 ,3,2,1,EGD2-23 ,264192
EGD5 ,0,0,1,EGD5-00 ,302376
EGD5 ,0,0,2,EGD5-002,318888
EGD5 ,0,0,3,EGD5-003,467496
EGD5 ,1,0,1,EGD5-01 ,303408
EGD5 ,1,0,2,EGD5-012,319920
EGD5 ,1,0,3,EGD5-013,468528
EGD5 ,2,0,1,EGD5-02 ,304440
EGD5 ,2,0,2,EGD5-022,320952
EGD5 ,2,0,3,EGD5-023,667704
EGD5 ,3,0,1,EGD5-03 ,305472
EGD5 ,3,0,2,EGD5-032,321984
EGD5 ,3,0,3,EGD5-033,668736
EGD5 ,0,1,1,EGD5-10 ,306504
EGD5 ,0,1,2,EGD5-102,323016
EGD5 ,0,1,3,EGD5-103,760584
EGD5 ,1,1,1,EGD5-11 ,307536
EGD5 ,1,1,2,EGD5-112,324048
EGD5 ,1,1,3,EGD5-113,761616
EGD5 ,2,1,1,EGD5-12 ,308568
EGD5 ,2,1,2,EGD5-122,325080
EGD5 ,2,1,3,EGD5-123,953568
EGD5 ,3,1,1,EGD5-13 ,309600
EGD5 ,3,1,2,EGD5-132,326112
EGD5 ,3,1,3,EGD5-133,954600
EGD5 ,0,2,1,EGD5-20 ,310632
EGD5 ,0,2,2,EGD5-202,327144
EGD5 ,0,2,3,EGD5-203,1038192
EGD5 ,1,2,1,EGD5-21 ,311664
EGD5 ,1,2,2,EGD5-212,328176
EGD5 ,1,2,3,EGD5-213,1039224
EGD5 ,2,2,1,EGD5-22 ,312696
EGD5 ,2,2,2,EGD5-222,329208
EGD5 ,2,2,3,EGD5-223,1040256
EGD5 ,3,2,1,EGD5-23 ,313728
EGD5 ,3,2,2,EGD5-232,330240
EGD5 ,3,2,3,EGD5-233,1041288
EGD5 ,0,3,1,EGD5-30 ,314760
EGD5 ,0,3,2,EGD5-302,331272
EGD5 ,0,3,3,EGD5-303,1042320
EGD5 ,1,3,1,EGD5-31 ,315792
EGD5 ,1,3,2,EGD5-312,332304
EGD5 ,1,3,3,EGD5-313,1043352
EGD5 ,2,3,1,EGD5-32 ,316824
EGD5 ,2,3,2,EGD5-322,333336
EGD5 ,2,3,3,EGD5-323,1044384
EGD5 ,3,3,1,EGD5-33 ,317856
EGD5 ,3,3,2,EGD5-332,334368
EGD5 ,3,3,3,EGD5-333,1045416
EGD6 ,0,0,1,EGD6-00 ,368424
EGD6 ,0,0,2,EGD6-002,384936
EGD6 ,0,0,3,EGD6-003,1046448
EGD6 ,1,0,1,EGD6-01 ,369456
EGD6 ,1,0,2,EGD6-012,385968
EGD6 ,1,0,3,EGD6-013,1047480
EGD6 ,2,0,1,EGD6-02 ,370488
EGD6 ,2,0,2,EGD6-022,387000
EGD6 ,2,0,3,EGD6-023,1048512
EGD6 ,3,0,1,EGD6-03 ,371520
EGD6 ,3,0,2,EGD6-032,388032
EGD6 ,3,0,3,EGD6-033,1049544
EGD6 ,0,1,1,EGD6-10 ,372552
EGD6 ,0,1,2,EGD6-102,389064
EGD6 ,0,1,3,EGD6-103,1050576
EGD6 ,1,1,1,EGD6-11 ,373584
EGD6 ,1,1,2,EGD6-112,390096
EGD6 ,1,1,3,EGD6-113,1051608
EGD6 ,2,1,1,EGD6-12 ,374616
EGD6 ,2,1,2,EGD6-122,391128
EGD6 ,2,1,3,EGD6-123,1052640
EGD6 ,3,1,1,EGD6-13 ,375648
EGD6 ,3,1,2,EGD6-132,392160
EGD6 ,3,1,3,EGD6-133,1053672
EGD6 ,0,2,1,EGD6-20 ,376680
EGD6 ,0,2,2,EGD6-202,393192
EGD6 ,0,2,3,EGD6-203,1054704
EGD6 ,1,2,1,EGD6-21 ,377712
EGD6 ,1,2,2,EGD6-212,394224
EGD6 ,1,2,3,EGD6-213,1055736
EGD6 ,2,2,1,EGD6-22 ,378744
EGD6 ,2,2,2,EGD6-222,395256
EGD6 ,2,2,3,EGD6-223,1056768
EGD6 ,3,2,1,EGD6-23 ,379776
EGD6 ,3,2,2,EGD6-232,396288
EGD6 ,3,2,3,EGD6-233,1057800
EGD6 ,0,3,1,EGD6-30 ,380808
EGD6 ,0,3,2,EGD6-302,397320
EGD6 ,0,3,3,EGD6-303,1058832
EGD6 ,1,3,1,EGD6-31 ,381840
EGD6 ,1,3,2,EGD6-312,398352
EGD6 ,1,3,3,EGD6-313,1059864
EGD6 ,2,3,1,EGD6-32 ,382872
EGD6 ,2,3,2,EGD6-322,399384
EGD6 ,2,3,3,EGD6-323,1060896
EGD6 ,3,3,1,EGD6-33 ,383904
EGD6 ,3,3,2,EGD6-332,400416
EGD6 ,3,3,3,EGD6-333,1061928
EGD7 ,0,0,1,EGD7-00 ,401448
EGD7 ,1,0,1,EGD7-01 ,402480
EGD7 ,2,0,1,EGD7-02 ,403512
EGD7 ,3,0,1,EGD7-03 ,404544
EGD7 ,0,1,1,EGD7-10 ,405576
EGD7 ,1,1,1,EGD7-11 ,406608
EGD7 ,2,1,1,EGD7-12 ,407640
EGD7 ,3,1,1,EGD7-13 ,408672
EGD7 ,0,2,1,EGD7-20 ,409704
EGD7 ,1,2,1,EGD7-21 ,410736
EGD7 ,2,2,1,EGD7-22 ,411768
EGD7 ,3,2,1,EGD7-23 ,412800
EGD7 ,0,3,1,EGD7-30 ,413832
EGD7 ,1,3,1,EGD7-31 ,414864
EGD7 ,2,3,1,EGD7-32 ,415896
EGD7 ,3,3,1,EGD7-33 ,416928
EGD8 ,0,0,1,EGD8-00 ,417960
EGD8 ,1,0,1,EGD8-01 ,418992
EGD8 ,2,0,1,EGD8-02 ,420024
EGD8 ,3,0,1,EGD8-03 ,421056
EGD8 ,0,1,1,EGD8-10 ,422088
EGD8 ,1,1,1,EGD8-11 ,423120
EGD8 ,2,1,1,EGD8-12 ,424152
EGD8 ,3,1,1,EGD8-13 ,425184
EGD8 ,0,2,1,EGD8-20 ,426216
EGD8 ,1,2,1,EGD8-21 ,427248
EGD8 ,2,2,1,EGD8-22 ,428280
EGD8 ,3,2,1,EGD8-23 ,429312
EGD8 ,0,3,1,EGD8-30 ,430344
EGD8 ,1,3,1,EGD8-31 ,431376
EGD8 ,2,3,1,EGD8-32 ,432408
EGD8 ,3,3,1,EGD8-33 ,433440
EGD9 ,0,0,1,EGD9-00 ,434472
EGD9 ,0,0,2,EGD9-002,450984
EGD9 ,0,0,3,EGD9-003,1062960
EGD9 ,1,0,1,EGD9-01 ,435504
EGD9 ,1,0,2,EGD9-012,452016
EGD9 ,1,0,3,EGD9-013,1063992
EGD9 ,2,0,1,EGD9-02 ,436536
EGD9 ,2,0,2,EGD9-022,453048
EGD9 ,2,0,3,EGD9-023,1065024
EGD9 ,3,0,1,EGD9-03 ,437568
EGD9 ,3,0,2,EGD9-032,454080
EGD9 ,3,0,3,EGD9-033,1066056
EGD9 ,0,1,1,EGD9-10 ,438600
EGD9 ,0,1,2,EGD9-102,455112
EGD9 ,0,1,3,EGD9-103,1067088
EGD9 ,1,1,1,EGD9-11 ,439632
EGD9 ,1,1,2,EGD9-112,456144
EGD9 ,1,1,3,EGD9-113,1068120
EGD9 ,2,1,1,EGD9-12 ,440664
EGD9 ,2,1,2,EGD9-122,457176
EGD9 ,2,1,3,EGD9-123,1069152
EGD9 ,3,1,1,EGD9-13 ,441696
EGD9 ,3,1,2,EGD9-132,458208
EGD9 ,3,1,3,EGD9-133,1070184
EGD9 ,0,2,1,EGD9-20 ,442728
EGD9 ,0,2,2,EGD9-202,459240
EGD9 ,0,2,3,EGD9-203,1071216
EGD9 ,1,2,1,EGD9-21 ,443760
EGD9 ,1,2,2,EGD9-212,460272
EGD9 ,1,2,3,EGD9-213,1072248
EGD9 ,2,2,1,EGD9-22 ,444792
EGD9 ,2,2,2,EGD9-222,461304
EGD9 ,2,2,3,EGD9-223,1073280
EGD9 ,3,2,1,EGD9-23 ,445824
EGD9 ,3,2,2,EGD9-232,462336
EGD9 ,3,2,3,EGD9-233,1074312
EGD9 ,0,3,1,EGD9-30 ,446856
EGD9 ,0,3,2,EGD9-302,463368
EGD9 ,0,3,3,EGD9-303,1075344
EGD9 ,1,3,1,EGD9-31 ,447888
EGD9 ,1,3,2,EGD9-312,464400
EGD9 ,1,3,3,EGD9-313,1076376
EGD9 ,2,3,1,EGD9-32 ,448920
EGD9 ,2,3,2,EGD9-322,465432
EGD9 ,2,3,3,EGD9-323,1077408
EGD9 ,3,3,1,EGD9-33 ,449952
EGD9 ,3,3,2,EGD9-332,466464
EGD9 ,3,3,3,EGD9-333,1078440
RDA1 ,0,0,1,RDA1-00 ,771936
RDA2 ,0,0,1,RDA2-00 ,772968
RDA3 ,0,0,1,RDA3-00 ,774000
RDC1 ,0,0,1,RDC1-00 ,925704
RDC1 ,1,0,1,RDC1-01 ,926736
RDC1 ,2,0,1,RDC1-02 ,927768
RDC1 ,0,1,1,RDC1-10 ,928800
RDC1 ,1,1,1,RDC1-11 ,929832
RDC1 ,2,1,1,RDC1-12 ,930864
RDC1 ,0,2,1,RDC1-20 ,931896
RDC1 ,1,2,1,RDC1-21 ,932928
RDC1 ,2,2,1,RDC1-22 ,933960
RDC2 ,0,0,1,RDC2-00 ,934992
RDC2 ,1,0,1,RDC2-01 ,936024
RDC2 ,2,0,1,RDC2-02 ,937056
RDC2 ,0,1,1,RDC2-10 ,938088
RDC2 ,1,1,1,RDC2-11 ,939120
RDC2 ,2,1,1,RDC2-12 ,940152
RDC2 ,0,2,1,RDC2-20 ,941184
RDC2 ,1,2,1,RDC2-21 ,942216
RDC2 ,2,2,1,RDC2-22 ,943248
RDC3 ,0,0,1,RDC3-00 ,944280
RDC3 ,1,0,1,RDC3-01 ,945312
RDC3 ,2,0,1,RDC3-02 ,946344
RDC3 ,0,1,1,RDC3-10 ,947376
RDC3 ,1,1,1,RDC3-11 ,948408
RDC3 ,2,1,1,RDC3-12 ,949440
RDC3 ,0,2,1,RDC3-20 ,950472
RDC3 ,1,2,1,RDC3-21 ,951504
RDC3 ,2,2,1,RDC3-22 ,952536
RDD1 ,0,0,1,RDD1-00 ,955632
RDD1 ,1,0,1,RDD1-01 ,956664
RDD1 ,2,0,1,RDD1-02 ,957696
RDD1 ,3,0,1,RDD1-03 ,958728
RDD1 ,0,1,1,RDD1-10 ,959760
RDD1 ,1,1,1,RDD1-11 ,960792
RDD1 ,2,1,1,RDD1-12 ,961824
RDD1 ,3,1,1,RDD1-13 ,962856
RDD1 ,0,2,1,RDD1-20 ,963888
RDD1 ,1,2,1,RDD1-21 ,964920
RDD1 ,2,2,1,RDD1-22 ,965952
RDD1 ,3,2,1,RDD1-23 ,966984
RDD1 ,0,3,1,RDD1-30 ,968016
RDD1 ,1,3,1,RDD1-31 ,969048
RDD1 ,2,3,1,RDD1-32 ,970080
RDD1 ,3,3,1,RDD1-33 ,971112
RDD2 ,0,0,1,RDD2-00 ,972144
RDD2 ,1,0,1,RDD2-01 ,973176
RDD2 ,2,0,1,RDD2-02 ,974208
RDD2 ,3,0,1,RDD2-03 ,975240
RDD2 ,0,1,1,RDD2-10 ,976272
RDD2 ,1,1,1,RDD2-11 ,977304
RDD2 ,2,1,1,RDD2-12 ,978336
RDD2 ,3,1,1,RDD2-13 ,979368
RDD2 ,0,2,1,RDD2-20 ,980400
RDD2 ,1,2,1,RDD2-21 ,981432
RDD2 ,2,2,1,RDD2-22 ,982464
RDD2 ,3,2,1,RDD2-23 ,983496
RDD2 ,0,3,1,RDD2-30 ,984528
RDD2 ,1,3,1,RDD2-31 ,985560
RDD2 ,2,3,1,RDD2-32 ,986592
RDD2 ,3,3,1,RDD2-33 ,987624
RDD3 ,0,0,1,RDD3-00 ,988656
RDD3 ,1,0,1,RDD3-01 ,989688
RDD3 ,2,0,1,RDD3-02 ,990720
RDD3 ,3,0,1,RDD3-03 ,991752
RDD3 ,0,1,1,RDD3-10 ,992784
RDD3 ,1,1,1,RDD3-11 ,993816
RDD3 ,2,1,1,RDD3-12 ,994848
RDD3 ,3,1,1,RDD3-13 ,995880
RDD3 ,0,2,1,RDD3-20 ,996912
RDD3 ,1,2,1,RDD3-21 ,997944
RDD3 ,2,2,1,RDD3-22 ,998976
RDD3 ,3,2,1,RDD3-23 ,1000008
RDD3 ,0,3,1,RDD3-30 ,1001040
RDD3 ,1,3,1,RDD3-31 ,1002072
RDD3 ,2,3,1,RDD3-32 ,1003104
RDD3 ,3,3,1,RDD3-33 ,1004136
RDD4 ,0,0,1,RDD4-00 ,1005168
RDD4 ,1,0,1,RDD4-01 ,1006200
RDD4 ,2,0,1,RDD4-02 ,1007232
RDD4 ,3,0,1,RDD4-03 ,1008264
RDD4 ,0,1,1,RDD4-10 ,1009296
RDD4 ,1,1,1,RDD4-11 ,1010328
RDD4 ,2,1,1,RDD4-12 ,1011360
RDD4 ,3,1,1,RDD4-13 ,1012392
RDD4 ,0,2,1,RDD4-20 ,1013424
RDD4 ,1,2,1,RDD4-21 ,1014456
RDD4 ,2,2,1,RDD4-22 ,1015488
RDD4 ,3,2,1,RDD4-23 ,1016520
RDD4 ,0,3,1,RDD4-30 ,1017552
RDD4 ,1,3,1,RDD4-31 ,1018584
RDD4 ,2,3,1,RDD4-32 ,1019616
RDD4 ,3,3,1,RDD4-33 ,1020648
RDD5 ,0,0,1,RDD5-00 ,1021680
RDD5 ,1,0,1,RDD5-01 ,1022712
RDD5 ,2,0,1,RDD5-02 ,1023744
RDD5 ,3,0,1,RDD5-03 ,1024776
RDD5 ,0,1,1,RDD5-10 ,1025808
RDD5 ,1,1,1,RDD5-11 ,1026840
RDD5 ,2,1,1,RDD5-12 ,1027872
RDD5 ,3,1,1,RDD5-13 ,1028904
RDD5 ,0,2,1,RDD5-20 ,1029936
RDD5 ,1,2,1,RDD5-21 ,1030968
RDD5 ,2,2,1,RDD5-22 ,1032000
RDD5 ,3,2,1,RDD5-23 ,1033032
RDD5 ,0,3,1,RDD5-30 ,1034064
RDD5 ,1,3,1,RDD5-31 ,1035096
RDD5 ,2,3,1,RDD5-32 ,1036128
RDD5 ,3,3,1,RDD5-33 ,1037160
RGA1 ,0,0,1,RGA1-00 ,26832
RGA2 ,0,0,1,RGA2-00 ,27864
RGA3 ,0,0,1,RGA3-00 ,28896
RGA4 ,0,0,1,RGA4-00 ,29928
RGA5 ,0,0,1,RGA5-00 ,30960
RGB1 ,0,0,1,RGB1-00 ,178536
RGB1 ,1,0,1,RGB1-01 ,179568
RGB1 ,0,1,1,RGB1-10 ,180600
RGB1 ,1,1,1,RGB1-11 ,181632
RGB2 ,0,0,1,RGB2-00 ,182664
RGB2 ,1,0,1,RGB2-01 ,183696
RGB2 ,0,1,1,RGB2-10 ,184728
RGB2 ,1,1,1,RGB2-11 ,185760
RGB3 ,0,0,1,RGB3-00 ,186792
RGB3 ,1,0,1,RGB3-01 ,187824
RGB3 ,0,1,1,RGB3-10 ,188856
RGB3 ,1,1,1,RGB3-11 ,189888
RGD1 ,0,0,1,RGD1-00 ,228072
RGD1 ,1,0,1,RGD1-01 ,229104
RGD1 ,2,0,1,RGD1-02 ,230136
RGD1 ,3,0,1,RGD1-03 ,231168
RGD1 ,0,1,1,RGD1-10 ,232200
RGD1 ,1,1,1,RGD1-11 ,233232
RGD1 ,2,1,1,RGD1-12 ,234264
RGD1 ,3,1,1,RGD1-13 ,235296
RGD1 ,0,2,1,RGD1-20 ,236328
RGD1 ,1,2,1,RGD1-21 ,237360
RGD1 ,2,2,1,RGD1-22 ,238392
RGD1 ,3,2,1,RGD1-23 ,239424
RGD2 ,0,0,1,RGD2-00 ,240456
RGD2 ,1,0,1,RGD2-01 ,241488
RGD2 ,2,0,1,RGD2-02 ,242520
RGD2 ,3,0,1,RGD2-03 ,243552
RGD2 ,0,1,1,RGD2-10 ,244584
RGD2 ,1,1,1,RGD2-11 ,245616
RGD2 ,2,1,1,RGD2-12 ,246648
RGD2 ,3,1,1,RGD2-13 ,247680
RGD2 ,0,2,1,RGD2-20 ,248712
RGD2 ,1,2,1,RGD2-21 ,249744
RGD2 ,2,2,1,RGD2-22 ,250776
RGD2 ,3,2,1,RGD2-23 ,251808
RGD3 ,0,0,1,RGD3-00 ,335400
RGD3 ,1,0,1,RGD3-01 ,336432
RGD3 ,2,0,1,RGD3-02 ,337464
RGD3 ,3,0,1,RGD3-03 ,338496
RGD3 ,0,1,1,RGD3-10 ,339528
RGD3 ,1,1,1,RGD3-11 ,340560
RGD3 ,2,1,1,RGD3-12 ,341592
RGD3 ,3,1,1,RGD3-13 ,342624
RGD3 ,0,2,1,RGD3-20 ,343656
RGD3 ,1,2,1,RGD3-21 ,344688
RGD3 ,2,2,1,RGD3-22 ,345720
RGD3 ,3,2,1,RGD3-23 ,346752
RGD3 ,0,3,1,RGD3-30 ,347784
RGD3 ,1,3,1,RGD3-31 ,348816
RGD3 ,2,3,1,RGD3-32 ,349848
RGD3 ,3,3,1,RGD3-33 ,350880
RGD4 ,0,0,1,RGD4-00 ,351912
RGD4 ,1,0,1,RGD4-01 ,352944
RGD4 ,2,0,1,RGD4-02 ,353976
RGD4 ,3,0,1,RGD4-03 ,355008
RGD4 ,0,1,1,RGD4-10 ,356040
RGD4 ,1,1,1,RGD4-11 ,357072
RGD4 ,2,1,1,RGD4-12 ,358104
RGD4 ,3,1,1,RGD4-13 ,359136
RGD4 ,0,2,1,RGD4-20 ,360168
RGD4 ,1,2,1,RGD4-21 ,361200
RGD4 ,2,2,1,RGD4-22 ,362232
RGD4 ,3,2,1,RGD4-23 ,363264
RGD4 ,0,3,1,RGD4-30 ,364296
RGD4 ,1,3,1,RGD4-31 ,365328
RGD4 ,2,3,1,RGD4-32 ,366360
RGD4 ,3,3,1,RGD4-33 ,367392
