NW_TYPE,NE_TYPE,SW_TYPE,SE_TYPE,EXTRA,SPECIAL,REP_TYPE,SEC_TYPE,PATTERN_ID,FILENAME,BITMAPPTR
GB,GB,FA,FA, , ,G,F,12,GF-012  ,138288
GB,GB,FA,FA, , ,G,F,12,GF-012A ,139320
S*,G-,S*,G-, , ,S,G,9,SG-009  ,19608
S*,G-,S*,G-, , ,S,G,9,SG-009A ,20640
S*,G-,S*,G-, , ,S,G,9,SG-009B ,21672
S*,G-,S*,G-, , ,S,G,9,SG-009C ,22704
S*,G-,S*,S*, , ,S,G,3,SG-003  ,11352
S*,G-,S*,S*, , ,S,G,3,SG-003A ,12384
S*,G-,S+,GA, , ,S,G,17,SG-017  ,44376
S*,G-,S+,GA, , ,S,G,17,SG-017A ,45408
S*,G-,SB,GA, , ,S,G,9,SG-009  ,19608
S*,G-,SB,GA, , ,S,G,9,SG-009A ,20640
S*,G-,SB,GA, , ,S,G,9,SG-009B ,21672
S*,G-,SB,GA, , ,S,G,9,SG-009C ,22704
S*,S*,G-,G-, , ,S,G,12,SG-012  ,31992
S*,S*,G-,G-, , ,S,G,12,SG-012A ,33024
S*,S*,G-,G-, , ,S,G,12,SG-012B ,34056
S*,S*,G-,G-, , ,S,G,12,SG-012C ,35088
S*,S*,G-,S*, , ,S,G,2,SG-002  ,9288
S*,S*,G-,S*, , ,S,G,2,SG-002A ,10320
S*,S*,S*,G-, , ,S,G,1,SG-001  ,7224
S*,S*,S*,G-, , ,S,G,1,SG-001A ,8256
S*,S*,S*,S*, , ,S,S,0,SS-001  ,0
S*,S*,S*,S*, , ,S,S,0,SS-002  ,1032
S*,S*,S*,S*, , ,S,S,0,SS-003  ,2064
S*,S*,S*,S*, , ,S,S,0,SS-004  ,3096
S*,S*,S*,S*, , ,S,S,0,SS-005  ,4128
S*,S*,S*,S*, , ,S,S,0,SS-006  ,5160
S*,S*,S*,S*, , ,S,S,0,SS-007  ,6192
S*,S+,G-,GA, , ,G,S,24,SG-024  ,58824
S*,S+,G-,GA, , ,G,S,24,SG-024A ,59856
S*,S+,S+,GA, , ,S,G,5,SG-005  ,15480
S*,S+,SB,GA, , ,S,G,45,SG-045  ,69144
S*,SB,G-,GA, , ,S,G,12,SG-012  ,31992
S*,SB,G-,GA, , ,S,G,12,SG-012A ,33024
S*,SB,G-,GA, , ,S,G,12,SG-012B ,34056
S*,SB,G-,GA, , ,S,G,12,SG-012C ,35088
S*,SB,S+,GA, , ,S,G,41,SG-041  ,65016
S*,SB,SB,GA, , ,S,G,1,SG-001  ,7224
S*,SB,SB,GA, , ,S,G,1,SG-001A ,8256
S+,G-,G-,G*, , ,G,S,25,SG-025  ,75336
S+,G-,G-,S+, , ,S,G,49,SG-049  ,73272
S+,G-,G-,SB, , ,S,G,49,SG-049  ,73272
S+,G-,GA,G*, , ,G,S,33,SG-033  ,83592
S+,G-,GA,S+, , ,S,G,63,SG-063  ,100104
S+,G-,GA,S+, , ,S,G,67,SG-067  ,104232
S+,G-,GA,SB, , ,S,G,53,SG-053  ,89784
S+,GA,G-,G*, , ,G,S,29,SG-029  ,79464
S+,GA,G-,S+, , ,S,G,59,SG-059  ,95976
S+,GA,G-,SB, , ,S,G,51,SG-051  ,87720
S+,GA,GA,G*, , ,G,S,37,SG-037  ,60888
S+,GA,GA,S+, , ,G,S,65,SG-065  ,102168
S+,GA,GA,SB, , ,S,G,55,SG-055  ,91848
S+,GA,S*,G-, , ,S,G,21,SG-021  ,52632
S+,GA,S*,G-, , ,S,G,21,SG-021A ,53664
S+,GA,S*,S+, , ,S,G,7,SG-007  ,17544
S+,GA,S*,SB, , ,S,G,43,SG-043  ,67080
S+,GA,S+,GA, , ,G,S,13,SG-013  ,36120
S+,GA,S+,GA, , ,G,S,13,SG-013A ,37152
S+,GA,SB,GA, , ,S,G,21,SG-021  ,52632
S+,GA,SB,GA, , ,S,G,21,SG-021A ,53664
S+,S*,GA,G-, , ,G,S,20,SG-020  ,50568
S+,S*,GA,G-, , ,G,S,20,SG-020A ,51600
S+,S*,GA,S+, , ,S,G,6,SG-006  ,16512
S+,S*,GA,SB, , ,S,G,46,SG-046  ,70176
S+,S+,GA,GA, , ,G,S,16,SG-016  ,42312
S+,S+,GA,GA, , ,G,S,16,SG-016A ,43344
S+,SB,GA,GA, , ,G,S,20,SG-020  ,50568
S+,SB,GA,GA, , ,G,S,20,SG-020A ,51600
SB,G*,G*,G*, , ,G,S,25,SG-025  ,75336
SB,G*,G*,SB, , ,S,G,49,SG-049  ,73272
SB,G-,G-,S+, , ,S,G,49,SG-049  ,73272
SB,G-,GA,S+, , ,S,G,69,SG-069  ,106296
SB,GA,G-,S+, , ,S,G,57,SG-057  ,93912
SB,GA,GA,S+, , ,S,G,61,SG-061  ,98040
SB,GA,S*,G-, , ,S,G,9,SG-009  ,19608
SB,GA,S*,G-, , ,S,G,9,SG-009A ,20640
SB,GA,S*,G-, , ,S,G,9,SG-009B ,21672
SB,GA,S*,G-, , ,S,G,9,SG-009C ,22704
SB,GA,S*,S+, , ,S,G,47,SG-047  ,71208
SB,GA,S*,SB, , ,S,G,3,SG-003  ,11352
SB,GA,S*,SB, , ,S,G,3,SG-003A ,12384
SB,GA,S+,GA, , ,S,G,17,SG-017  ,44376
SB,GA,S+,GA, , ,S,G,17,SG-017A ,45408
SB,GA,SB,GA, , ,S,G,9,SG-009  ,19608
SB,GA,SB,GA, , ,S,G,9,SG-009A ,20640
SB,GA,SB,GA, , ,S,G,9,SG-009B ,21672
SB,GA,SB,GA, , ,S,G,9,SG-009C ,22704
SB,S*,GA,G-, , ,S,G,12,SG-012  ,31992
SB,S*,GA,G-, , ,S,G,12,SG-012A ,33024
SB,S*,GA,G-, , ,S,G,12,SG-012B ,34056
SB,S*,GA,G-, , ,S,G,12,SG-012C ,35088
SB,S*,GA,S+, , ,S,G,42,SG-042  ,66048
SB,S*,GA,SB, , ,S,G,2,SG-002  ,9288
SB,S*,GA,SB, , ,S,G,2,SG-002A ,10320
SB,S+,GA,GA, , ,G,S,24,SG-024  ,58824
SB,S+,GA,GA, , ,G,S,24,SG-024A ,59856
SB,SB,GA,GA, , ,S,G,12,SG-012  ,31992
SB,SB,GA,GA, , ,S,G,12,SG-012A ,33024
SB,SB,GA,GA, , ,S,G,12,SG-012B ,34056
SB,SB,GA,GA, , ,S,G,12,SG-012C ,35088
