NW_TYPE,NE_TYPE,SW_TYPE,SE_TYPE,EXTRA,SPECIAL,REP_TYPE,SEC_TYPE,PATTERN_ID,FILENAME,BITMAPPTR
G+,FA,G+,FA, , ,F,G,13,GF-013A ,142416
G+,FA,GB,FA, , ,G,F,21,GF-021  ,157896
G+,FA,GB,FA, , ,G,F,21,GF-021A ,158928
G+,G*,FA,F-, , ,G,F,20,GF-020  ,155832
G+,G*,FA,F-, , ,G,F,20,GF-020A ,156864
G+,G*,FA,G+, , ,G,F,6,GF-006  ,130032
G+,G*,FA,GB, , ,G,F,46,GF-046  ,175440
G+,G+,FA,FA, , ,F,G,16,GF-016  ,147576
G+,G+,FA,FA, , ,F,G,16,GF-016A ,148608
G+,G+,G+,G+, , ,G,G,0,GG-044A ,331272
G+,G+,G+,G+, , ,G,G,0,GG-044B ,381840
G+,G+,G+,G+, , ,G,G,0,GG-044C ,382872
G+,G+,G+,G+, , ,G,G,0,GG-044D ,383904
G+,G+,G+,G+, , ,G,G,0,GG-044E ,384936
G+,G+,G+,G-, , ,G,G,0,GG-054  ,340560
G+,G+,G+,G0, , ,G,G,0,GG-034  ,317856
G+,G+,G-,G+, , ,G,G,0,GG-074  ,359136
G+,G+,G-,G-, , ,G,G,0,GG-084  ,368424
G+,G+,G-,G0, , ,G,G,0,GG-064  ,349848
G+,G+,G0,G+, , ,G,G,0,GG-014  ,121776
G+,G+,G0,G-, , ,G,G,0,GG-024  ,308568
G+,G+,G0,G0, , ,G,G,0,GG-004  ,112488
G+,G-,G+,G+, , ,G,G,0,GG-045  ,332304
G+,G-,G+,G-, , ,G,G,0,GG-055  ,341592
G+,G-,G+,G0, , ,G,G,0,GG-035  ,318888
G+,G-,G-,G+, , ,G,G,0,GG-075  ,360168
G+,G-,G-,G-, , ,G,G,0,GG-085  ,369456
G+,G-,G-,G0, , ,G,G,0,GG-065  ,350880
G+,G-,G0,G+, , ,G,G,0,GG-015  ,122808
G+,G-,G0,G-, , ,G,G,0,GG-025  ,309600
G+,G-,G0,G0, , ,G,G,0,GG-005  ,113520
G+,G0,G+,G+, , ,G,G,0,GG-043  ,330240
G+,G0,G+,G-, , ,G,G,0,GG-053  ,339528
G+,G0,G+,G0, , ,G,G,0,GG-033  ,316824
G+,G0,G-,G+, , ,G,G,0,GG-073  ,358104
G+,G0,G-,G-, , ,G,G,0,GG-083  ,367392
G+,G0,G-,G0, , ,G,G,0,GG-063  ,348816
G+,G0,G0,G+, , ,G,G,0,GG-013  ,120744
G+,G0,G0,G-, , ,G,G,0,GG-023  ,307536
G+,G0,G0,G0, , ,G,G,0,GG-003  ,111456
G+,GB,FA,FA, , ,G,F,20,GF-020  ,155832
G+,GB,FA,FA, , ,G,F,20,GF-020A ,156864
G-,G*,S+,G-, , ,S,G,27,SG-027  ,78432
G-,G*,S+,GA, , ,G,S,35,SG-035  ,86688
G-,G+,G+,G+, , ,G,G,0,GG-047  ,334368
G-,G+,G+,G-, , ,G,G,0,GG-057  ,343656
G-,G+,G+,G0, , ,G,G,0,GG-037  ,325080
G-,G+,G-,G+, , ,G,G,0,GG-077  ,362232
G-,G+,G-,G-, , ,G,G,0,GG-087  ,371520
G-,G+,G-,G0, , ,G,G,0,GG-067  ,352944
G-,G+,G0,G+, , ,G,G,0,GG-017  ,213624
G-,G+,G0,G-, , ,G,G,0,GG-027  ,311664
G-,G+,G0,G0, , ,G,G,0,GG-007  ,115584
G-,G-,G+,G+, , ,G,G,0,GG-048  ,335400
G-,G-,G+,G-, , ,G,G,0,GG-058  ,344688
G-,G-,G+,G0, , ,G,G,0,GG-038  ,326112
G-,G-,G-,G+, , ,G,G,0,GG-078  ,363264
G-,G-,G-,G-, , ,G,G,0,GG-088A ,372552
G-,G-,G-,G-, , ,G,G,0,GG-088B ,373584
G-,G-,G-,G-, , ,G,G,0,GG-088C ,374616
G-,G-,G-,G-, , ,G,G,0,GG-088D ,375648
G-,G-,G-,G-, , ,G,G,0,GG-088E ,376680
G-,G-,G-,G0, , ,G,G,0,GG-068  ,353976
G-,G-,G0,G+, , ,G,G,0,GG-018  ,214656
G-,G-,G0,G-, , ,G,G,0,GG-028  ,312696
G-,G-,G0,G0, , ,G,G,0,GG-008  ,116616
G-,G-,S*,S*, , ,S,G,11,SG-011  ,28896
G-,G-,S*,S*, , ,S,G,11,SG-011A ,29928
G-,G-,S*,S*, , ,S,G,11,SG-011B ,30960
G-,G-,S*,S*, , ,S,G,11,SG-011C ,31992
G-,G0,G+,G+, , ,G,G,0,GG-046  ,333336
G-,G0,G+,G-, , ,G,G,0,GG-056  ,342624
G-,G0,G+,G0, , ,G,G,0,GG-036  ,324048
G-,G0,G-,G+, , ,G,G,0,GG-076  ,361200
G-,G0,G-,G-, , ,G,G,0,GG-086  ,370488
G-,G0,G-,G0, , ,G,G,0,GG-066  ,351912
G-,G0,G0,G+, , ,G,G,0,GG-016  ,123840
G-,G0,G0,G-, , ,G,G,0,GG-026  ,310632
G-,G0,G0,G0, , ,G,G,0,GG-006  ,114552
G-,GA,S*,S+, , ,S,G,19,SG-019  ,49536
G-,GA,S*,S+, , ,S,G,19,SG-019A ,50568
G-,GA,S*,SB, , ,S,G,11,SG-011  ,28896
G-,GA,S*,SB, , ,S,G,11,SG-011A ,29928
G-,GA,S*,SB, , ,S,G,11,SG-011B ,30960
G-,GA,S*,SB, , ,S,G,11,SG-011C ,31992
G-,S*,G*,G-, , ,G,S,26,SG-026  ,77400
G-,S*,G-,S*, , ,S,G,10,SG-010  ,24768
G-,S*,G-,S*, , ,S,G,10,SG-010A ,25800
G-,S*,G-,S*, , ,S,G,10,SG-010B ,26832
G-,S*,G-,S*, , ,S,G,10,SG-010C ,27864
G-,S*,GA,S+, , ,S,G,18,SG-018  ,47472
G-,S*,GA,S+, , ,S,G,18,SG-018A ,48504
G-,S*,GA,SB, , ,S,G,10,SG-010  ,24768
G-,S*,GA,SB, , ,S,G,10,SG-010A ,25800
G-,S*,GA,SB, , ,S,G,10,SG-010B ,26832
G-,S*,GA,SB, , ,S,G,10,SG-010C ,27864
G-,S*,S*,S*, , ,S,G,4,SG-004  ,14448
G-,S*,S*,S*, , ,S,G,4,SG-004A ,15480
G-,S+,G*,GA, , ,G,S,34,SG-034  ,85656
G-,S+,S+,G-, , ,S,G,50,SG-050  ,75336
G-,S+,S+,GA, , ,S,G,64,SG-064  ,102168
G-,S+,S+,GA, , ,S,G,68,SG-068  ,106296
G-,S+,SB,G-, , ,S,G,50,SG-050  ,75336
G-,S+,SB,GA, , ,S,G,54,SG-054  ,91848
G-,SB,S+,G-, , ,S,G,50,SG-050  ,75336
G-,SB,S+,GA, , ,S,G,70,SG-070  ,108360
G0,G+,G+,G+, , ,G,G,0,GG-041  ,328176
G0,G+,G+,G-, , ,G,G,0,GG-051  ,337464
G0,G+,G+,G0, , ,G,G,0,GG-031  ,314760
G0,G+,G-,G+, , ,G,G,0,GG-071  ,356040
G0,G+,G-,G-, , ,G,G,0,GG-081  ,365328
G0,G+,G-,G0, , ,G,G,0,GG-061  ,346752
G0,G+,G0,G+, , ,G,G,0,GG-011  ,118680
G0,G+,G0,G-, , ,G,G,0,GG-021  ,216720
G0,G+,G0,G0, , ,G,G,0,GG-001  ,109392
G0,G-,G+,G+, , ,G,G,0,GG-042  ,329208
G0,G-,G+,G-, , ,G,G,0,GG-052  ,338496
G0,G-,G+,G0, , ,G,G,0,GG-032  ,315792
G0,G-,G-,G+, , ,G,G,0,GG-072  ,357072
G0,G-,G-,G-, , ,G,G,0,GG-082  ,366360
G0,G-,G-,G0, , ,G,G,0,GG-062  ,347784
G0,G-,G0,G+, , ,G,G,0,GG-012  ,119712
G0,G-,G0,G-, , ,G,G,0,GG-022  ,217752
G0,G-,G0,G0, , ,G,G,0,GG-002  ,110424
G0,G0,G+,G+, , ,G,G,0,GG-040  ,327144
G0,G0,G+,G-, , ,G,G,0,GG-050  ,336432
G0,G0,G+,G0, , ,G,G,0,GG-030  ,313728
G0,G0,G-,G+, , ,G,G,0,GG-070  ,355008
G0,G0,G-,G-, , ,G,G,0,GG-080  ,364296
G0,G0,G-,G0, , ,G,G,0,GG-060  ,345720
G0,G0,G0,G+, , ,G,G,0,GG-010  ,117648
G0,G0,G0,G-, , ,G,G,0,GG-020  ,215688
G0,G0,G0,G0, , ,G,G,0,GG-000A ,0
G0,G0,G0,G0, , ,G,G,0,GG-000B ,377712
G0,G0,G0,G0, , ,G,G,0,GG-000C ,378744
G0,G0,G0,G0, , ,G,G,0,GG-000D ,379776
G0,G0,G0,G0, , ,G,G,0,GG-000E ,380808
GA,G*,S+,G-, , ,G,S,31,SG-031  ,82560
GA,G*,S+,GA, , ,G,S,39,SG-039  ,63984
GA,G-,S+,S*, , ,S,G,23,SG-023  ,57792
GA,G-,S+,S*, , ,S,G,23,SG-023A ,58824
GA,G-,SB,S*, , ,S,G,11,SG-011  ,28896
GA,G-,SB,S*, , ,S,G,11,SG-011A ,29928
GA,G-,SB,S*, , ,S,G,11,SG-011B ,30960
GA,G-,SB,S*, , ,S,G,11,SG-011C ,31992
GA,GA,S+,S+, , ,S,G,15,SG-015  ,41280
GA,GA,S+,S+, , ,S,G,15,SG-015A ,42312
GA,GA,S+,SB, , ,S,G,23,SG-023  ,57792
GA,GA,S+,SB, , ,S,G,23,SG-023A ,58824
GA,GA,SB,S+, , ,S,G,19,SG-019  ,49536
GA,GA,SB,S+, , ,S,G,19,SG-019A ,50568
GA,GA,SB,SB, , ,S,G,11,SG-011  ,28896
GA,GA,SB,SB, , ,S,G,11,SG-011A ,29928
GA,GA,SB,SB, , ,S,G,11,SG-011B ,30960
GA,GA,SB,SB, , ,S,G,11,SG-011C ,31992
GA,S+,G*,G-, , ,G,S,30,SG-030  ,81528
GA,S+,G*,GA, , ,G,S,38,SG-038  ,62952
GA,S+,G-,S*, , ,S,G,22,SG-022  ,55728
GA,S+,G-,S*, , ,S,G,22,SG-022A ,56760
GA,S+,GA,S+, , ,G,S,14,SG-014  ,39216
GA,S+,GA,S+, , ,G,S,14,SG-014A ,40248
GA,S+,GA,SB, , ,S,G,22,SG-022  ,55728
GA,S+,GA,SB, , ,S,G,22,SG-022A ,56760
GA,S+,S+,G-, , ,S,G,60,SG-060  ,98040
GA,S+,S+,GA, , ,G,S,66,SG-066  ,104232
GA,S+,S+,S*, , ,S,G,8,SG-008  ,19608
GA,S+,SB,G-, , ,S,G,52,SG-052  ,89784
GA,S+,SB,GA, , ,S,G,56,SG-056  ,93912
GA,S+,SB,S*, , ,S,G,44,SG-044  ,69144
GA,SB,G-,S*, , ,S,G,10,SG-010  ,24768
GA,SB,G-,S*, , ,S,G,10,SG-010A ,25800
GA,SB,G-,S*, , ,S,G,10,SG-010B ,26832
GA,SB,G-,S*, , ,S,G,10,SG-010C ,27864
GA,SB,GA,S+, , ,S,G,18,SG-018  ,47472
GA,SB,GA,S+, , ,S,G,18,SG-018A ,48504
GA,SB,GA,SB, , ,S,G,10,SG-010  ,24768
GA,SB,GA,SB, , ,S,G,10,SG-010A ,25800
GA,SB,GA,SB, , ,S,G,10,SG-010B ,26832
GA,SB,GA,SB, , ,S,G,10,SG-010C ,27864
GA,SB,S+,G-, , ,S,G,58,SG-058  ,95976
GA,SB,S+,GA, , ,S,G,62,SG-062  ,100104
GA,SB,S+,S*, , ,S,G,48,SG-048  ,73272
GA,SB,SB,S*, , ,S,G,4,SG-004  ,14448
GA,SB,SB,S*, , ,S,G,4,SG-004A ,15480
GB,F*,F*,F*, , ,G,F,25,GF-025  ,180600
GB,F*,F*,GB, , ,G,F,49,GF-049  ,178536
GB,F-,F-,G+, , ,G,F,49,GF-049  ,178536
GB,F-,FA,G+, , ,G,F,69,GF-069  ,211560
GB,FA,F-,G+, , ,G,F,57,GF-057  ,199176
GB,FA,FA,G+, , ,G,F,61,GF-061  ,203304
GB,FA,G*,F-, , ,G,F,9,GF-009  ,133128
GB,FA,G*,F-, , ,G,F,9,GF-009A ,134160
GB,FA,G*,G+, , ,G,F,47,GF-047  ,176472
GB,FA,G*,GB, , ,G,F,3,GF-003  ,126936
GB,FA,G+,FA, , ,G,F,17,GF-017  ,149640
GB,FA,G+,FA, , ,G,F,17,GF-017A ,150672
GB,FA,GB,FA, , ,G,F,9,GF-009  ,133128
GB,FA,GB,FA, , ,G,F,9,GF-009A ,134160
GB,G*,FA,F-, , ,G,F,12,GF-012  ,139320
GB,G*,FA,F-, , ,G,F,12,GF-012A ,140352
GB,G*,FA,G+, , ,G,F,42,GF-042  ,171312
GB,G*,FA,GB, , ,G,F,2,GF-002  ,125904
GB,G+,FA,FA, , ,G,F,24,GF-024  ,164088
GB,G+,FA,FA, , ,G,F,24,GF-024A ,165120
GB,GB,FA,FA, , ,G,F,12,GF-012  ,139320
GB,GB,FA,FA, , ,G,F,12,GF-012A ,140352
S*,G-,S*,G-, , ,S,G,9,SG-009  ,20640
S*,G-,S*,G-, , ,S,G,9,SG-009A ,21672
S*,G-,S*,G-, , ,S,G,9,SG-009B ,22704
S*,G-,S*,G-, , ,S,G,9,SG-009C ,23736
S*,G-,S*,S*, , ,S,G,3,SG-003  ,12384
S*,G-,S*,S*, , ,S,G,3,SG-003A ,13416
S*,G-,S+,GA, , ,S,G,17,SG-017  ,45408
S*,G-,S+,GA, , ,S,G,17,SG-017A ,46440
S*,G-,SB,GA, , ,S,G,9,SG-009  ,20640
S*,G-,SB,GA, , ,S,G,9,SG-009A ,21672
S*,G-,SB,GA, , ,S,G,9,SG-009B ,22704
S*,G-,SB,GA, , ,S,G,9,SG-009C ,23736
S*,S*,G-,G-, , ,S,G,12,SG-012  ,33024
S*,S*,G-,G-, , ,S,G,12,SG-012A ,34056
S*,S*,G-,G-, , ,S,G,12,SG-012B ,35088
S*,S*,G-,G-, , ,S,G,12,SG-012C ,36120
S*,S*,G-,S*, , ,S,G,2,SG-002  ,10320
S*,S*,G-,S*, , ,S,G,2,SG-002A ,11352
S*,S*,S*,G-, , ,S,G,1,SG-001  ,8256
S*,S*,S*,G-, , ,S,G,1,SG-001A ,9288
S*,S*,S*,S*, , ,S,S,0,SS-001  ,1032
S*,S*,S*,S*, , ,S,S,0,SS-002  ,2064
S*,S*,S*,S*, , ,S,S,0,SS-003  ,3096
S*,S*,S*,S*, , ,S,S,0,SS-004  ,4128
S*,S*,S*,S*, , ,S,S,0,SS-005  ,5160
S*,S*,S*,S*, , ,S,S,0,SS-006  ,6192
S*,S*,S*,S*, , ,S,S,0,SS-007  ,7224
S*,S+,G-,GA, , ,G,S,24,SG-024  ,59856
S*,S+,G-,GA, , ,G,S,24,SG-024A ,60888
S*,S+,S+,GA, , ,S,G,5,SG-005  ,16512
S*,S+,SB,GA, , ,S,G,45,SG-045  ,70176
S*,SB,G-,GA, , ,S,G,12,SG-012  ,33024
S*,SB,G-,GA, , ,S,G,12,SG-012A ,34056
S*,SB,G-,GA, , ,S,G,12,SG-012B ,35088
S*,SB,G-,GA, , ,S,G,12,SG-012C ,36120
S*,SB,S+,GA, , ,S,G,41,SG-041  ,66048
S*,SB,SB,GA, , ,S,G,1,SG-001  ,8256
S*,SB,SB,GA, , ,S,G,1,SG-001A ,9288
S+,G-,G-,G*, , ,G,S,25,SG-025  ,76368
S+,G-,G-,S+, , ,S,G,49,SG-049  ,74304
S+,G-,G-,SB, , ,S,G,49,SG-049  ,74304
S+,G-,GA,G*, , ,G,S,33,SG-033  ,84624
S+,G-,GA,S+, , ,S,G,63,SG-063  ,101136
S+,G-,GA,S+, , ,S,G,67,SG-067  ,105264
S+,G-,GA,SB, , ,S,G,53,SG-053  ,90816
S+,GA,G-,G*, , ,G,S,29,SG-029  ,80496
S+,GA,G-,S+, , ,S,G,59,SG-059  ,97008
S+,GA,G-,SB, , ,S,G,51,SG-051  ,88752
S+,GA,GA,G*, , ,G,S,37,SG-037  ,61920
S+,GA,GA,S+, , ,G,S,65,SG-065  ,103200
S+,GA,GA,SB, , ,S,G,55,SG-055  ,92880
S+,GA,S*,G-, , ,S,G,21,SG-021  ,53664
S+,GA,S*,G-, , ,S,G,21,SG-021A ,54696
S+,GA,S*,S+, , ,S,G,7,SG-007  ,18576
S+,GA,S*,SB, , ,S,G,43,SG-043  ,68112
S+,GA,S+,GA, , ,G,S,13,SG-013  ,37152
S+,GA,S+,GA, , ,G,S,13,SG-013A ,38184
S+,GA,SB,GA, , ,S,G,21,SG-021  ,53664
S+,GA,SB,GA, , ,S,G,21,SG-021A ,54696
S+,S*,GA,G-, , ,G,S,20,SG-020  ,51600
S+,S*,GA,G-, , ,G,S,20,SG-020A ,52632
S+,S*,GA,S+, , ,S,G,6,SG-006  ,17544
S+,S*,GA,SB, , ,S,G,46,SG-046  ,71208
S+,S+,GA,GA, , ,G,S,16,SG-016  ,43344
S+,S+,GA,GA, , ,G,S,16,SG-016A ,44376
S+,SB,GA,GA, , ,G,S,20,SG-020  ,51600
S+,SB,GA,GA, , ,G,S,20,SG-020A ,52632
SB,G*,G*,G*, , ,G,S,25,SG-025  ,76368
SB,G*,G*,SB, , ,S,G,49,SG-049  ,74304
SB,G-,G-,S+, , ,S,G,49,SG-049  ,74304
SB,G-,GA,S+, , ,S,G,69,SG-069  ,107328
SB,GA,G-,S+, , ,S,G,57,SG-057  ,94944
SB,GA,GA,S+, , ,S,G,61,SG-061  ,99072
SB,GA,S*,G-, , ,S,G,9,SG-009  ,20640
SB,GA,S*,G-, , ,S,G,9,SG-009A ,21672
SB,GA,S*,G-, , ,S,G,9,SG-009B ,22704
SB,GA,S*,G-, , ,S,G,9,SG-009C ,23736
SB,GA,S*,S+, , ,S,G,47,SG-047  ,72240
SB,GA,S*,SB, , ,S,G,3,SG-003  ,12384
SB,GA,S*,SB, , ,S,G,3,SG-003A ,13416
SB,GA,S+,GA, , ,S,G,17,SG-017  ,45408
SB,GA,S+,GA, , ,S,G,17,SG-017A ,46440
SB,GA,SB,GA, , ,S,G,9,SG-009  ,20640
SB,GA,SB,GA, , ,S,G,9,SG-009A ,21672
SB,GA,SB,GA, , ,S,G,9,SG-009B ,22704
SB,GA,SB,GA, , ,S,G,9,SG-009C ,23736
SB,S*,GA,G-, , ,S,G,12,SG-012  ,33024
SB,S*,GA,G-, , ,S,G,12,SG-012A ,34056
SB,S*,GA,G-, , ,S,G,12,SG-012B ,35088
SB,S*,GA,G-, , ,S,G,12,SG-012C ,36120
SB,S*,GA,S+, , ,S,G,42,SG-042  ,67080
SB,S*,GA,SB, , ,S,G,2,SG-002  ,10320
SB,S*,GA,SB, , ,S,G,2,SG-002A ,11352
SB,S+,GA,GA, , ,G,S,24,SG-024  ,59856
SB,S+,GA,GA, , ,G,S,24,SG-024A ,60888
SB,SB,GA,GA, , ,S,G,12,SG-012  ,33024
SB,SB,GA,GA, , ,S,G,12,SG-012A ,34056
SB,SB,GA,GA, , ,S,G,12,SG-012B ,35088
SB,SB,GA,GA, , ,S,G,12,SG-012C ,36120
